id,username,nickname,is_bot,segment,designed_messages,home_channel,verbosity,formality,technical,emoji,hostility,disclosure,help_seeking
200000000000000035,faint_nettle,"Faint Nettle",false,support-seeker,13,general,0.58,0.30,0.31,0.33,0.01,0.46,1.00
200000000000000036,nimblegable,"Nimble Gable",false,support-seeker,6,support,0.54,0.48,0.36,0.13,0.27,0.52,0.90
200000000000000037,clevercobalt,"Clever Cobalt",false,support-seeker,10,support,0.55,0.32,0.38,0.33,0.23,0.38,1.00
200000000000000038,lucidsummit82,"Lucid Summit",false,technical,5,general,0.78,0.60,0.88,0.09,0.16,0.14,0.18
200000000000000039,rusttundra12,"Rust Tundra",false,casual,4,support,0.27,0.16,0.23,0.75,0.21,0.53,0.25
200000000000000040,dusk_gable,"Dusk Gable",false,technical,5,support,0.75,0.49,0.86,0.04,0.13,0.16,0.38
200000000000000041,opalpine4,"Opal Pine",false,support-seeker,9,general,0.60,0.49,0.45,0.32,0.19,0.42,1.00
200000000000000042,opalthistle83,"Opal Thistle",false,casual,3,support,0.27,0.22,0.22,0.65,0.18,0.46,0.29
200000000000000043,zestylantern,"Zesty Lantern",false,lurker,2,support,0.35,0.21,0.28,0.28,0.00,0.07,0.38
200000000000000044,tidy_lattice,"Tidy Lattice",false,casual,3,support,0.25,0.13,0.33,0.81,0.22,0.30,0.17
200000000000000045,slate_marlin,"Slate Marlin",false,casual,3,general,0.24,0.24,0.17,0.70,0.00,0.44,0.19
200000000000000046,novapetrov,"Nova Petrov",false,casual,6,general,0.33,0.29,0.07,0.70,0.09,0.45,0.08
200000000000000047,diegoito,"Diego Ito",false,support-seeker,2,general,0.64,0.40,0.49,0.21,0.24,0.61,0.98
200000000000000048,hollow_meadow,"Hollow Meadow",false,support-seeker,7,support,0.58,0.37,0.28,0.35,0.03,0.46,0.84
200000000000000049,duskwillow99,"Dusk Willow",false,support-seeker,7,general,0.52,0.46,0.46,0.10,0.25,0.59,1.00
200000000000000050,devonhaddad,"Devon Haddad",false,technical,8,general,0.83,0.41,0.92,0.00,0.08,0.34,0.22
200000000000000051,idlepine23,"Idle Pine",false,casual,4,support,0.43,0.01,0.34,0.83,0.11,0.26,0.16
200000000000000052,elintanaka18,"Elin Tanaka",false,casual,3,support,0.34,0.05,0.26,0.72,0.13,0.47,0.17
200000000000000053,rapidferry75,"Rapid Ferry",false,contrarian,3,general,0.60,0.34,0.56,0.14,0.61,0.09,0.07
200000000000000054,umberkestrel77,"Umber Kestrel",false,technical,11,general,0.80,0.63,0.85,0.00,0.07,0.28,0.21
200000000000000055,nimblenettle,"Nimble Nettle",false,casual,3,general,0.36,0.24,0.15,0.80,0.04,0.45,0.23
200000000000000056,lucidkettle,"Lucid Kettle",false,technical,5,support,0.75,0.51,0.78,0.04,0.05,0.17,0.20
200000000000000057,casslindqvist40,"Cass Lindqvist",false,contrarian,3,general,0.67,0.16,0.61,0.00,0.66,0.09,0.14
200000000000000058,brunosilva,"Bruno Silva",false,support-seeker,12,support,0.64,0.49,0.37,0.09,0.15,0.39,0.90
200000000000000059,idleorchid,"Idle Orchid",false,lurker,3,general,0.25,0.22,0.35,0.34,0.00,0.12,0.15
200000000000000060,amberferry,"Amber Ferry",false,contrarian,6,general,0.68,0.22,0.52,0.12,0.64,0.33,0.02
200000000000000061,keen_willow,"Keen Willow",false,contrarian,5,general,0.60,0.20,0.39,0.06,0.79,0.23,0.21
200000000000000062,cleverkestrel,"Clever Kestrel",false,burnout,5,general,0.57,0.15,0.49,0.07,0.20,0.77,0.28
200000000000000063,keenthistle,"Keen Thistle",false,support-seeker,5,general,0.64,0.23,0.46,0.13,0.12,0.56,0.88
200000000000000064,vividkestrel99,"Vivid Kestrel",false,burnout,4,general,0.57,0.16,0.32,0.19,0.19,0.78,0.49
200000000000000065,rheatanaka,"Rhea Tanaka",false,support-seeker,3,general,0.46,0.20,0.50,0.23,0.26,0.52,1.00
200000000000000066,lucid_cobalt,"Lucid Cobalt",false,support-seeker,3,general,0.53,0.23,0.32,0.05,0.14,0.53,0.88
200000000000000067,tidylattice78,"Tidy Lattice",false,casual,3,support,0.20,0.27,0.19,0.76,0.06,0.25,0.06
200000000000000068,umberkestrel,"Umber Kestrel",false,casual,6,general,0.42,0.11,0.09,0.68,0.19,0.34,0.25
200000000000000069,opal_pine,"Opal Pine",false,technical,4,general,0.68,0.46,0.91,0.20,0.10,0.25,0.43
200000000000000070,brisk_nettle92,"Brisk Nettle",false,technical,18,general,0.80,0.40,0.76,0.11,0.07,0.27,0.24
200000000000000071,zestyanvil60,"Zesty Anvil",false,support-seeker,6,general,0.46,0.46,0.28,0.25,0.04,0.53,0.94
200000000000000072,clever_kettle,"Clever Kettle",false,technical,14,general,0.71,0.46,0.85,0.19,0.17,0.22,0.36
200000000000000073,noorito,"Noor Ito",false,support-seeker,6,general,0.49,0.28,0.28,0.23,0.08,0.44,1.00
200000000000000074,plain_nettle,"Plain Nettle",false,casual,2,general,0.22,0.18,0.24,0.91,0.05,0.28,0.12
200000000000000075,omarkessler,"Omar Kessler",false,lurker,2,support,0.09,0.42,0.18,0.36,0.05,0.21,0.19
200000000000000076,jade_kettle,"Jade Kettle",false,casual,1,general,0.45,0.27,0.35,0.81,0.07,0.38,0.11
200000000000000077,arcticpebble,"Arctic Pebble",false,support-seeker,3,support,0.45,0.29,0.43,0.11,0.21,0.56,0.82
200000000000000078,nimblekettle,"Nimble Kettle",false,casual,3,general,0.40,0.08,0.06,0.83,0.15,0.31,0.09
200000000000000079,umber_otter,"Umber Otter",false,casual,4,general,0.23,0.04,0.27,0.70,0.07,0.35,0.29
200000000000000080,boldbadger,"Bold Badger",false,casual,4,general,0.40,0.14,0.28,0.66,0.18,0.40,0.19
200000000000000081,novacosta,"Nova Costa",false,casual,8,general,0.31,0.13,0.14,0.81,0.07,0.37,0.22
200000000000000082,brisk_yarrow,"Brisk Yarrow",false,burnout,3,support,0.41,0.11,0.28,0.22,0.20,1.00,0.50
200000000000000083,opalotter25,"Opal Otter",false,casual,3,support,0.45,0.07,0.31,0.79,0.11,0.50,0.26
200000000000000084,julesk,"Jules K",false,technical,16,support,0.84,0.57,0.92,0.13,0.18,0.32,0.17
200000000000000085,pavelk,"Pavel K",false,burnout,4,support,0.45,0.34,0.54,0.07,0.23,1.00,0.41
200000000000000086,rapidorchid,"Rapid Orchid",false,support-seeker,14,general,0.42,0.48,0.42,0.19,0.14,0.41,0.96
200000000000000087,malikpetrov80,"Malik Petrov",false,support-seeker,3,general,0.44,0.48,0.30,0.21,0.08,0.65,1.00
200000000000000088,glad_gable,"Glad Gable",false,contrarian,4,support,0.65,0.42,0.49,0.16,0.87,0.14,0.03
200000000000000089,gladjuniper,"Glad Juniper",false,contrarian,2,general,0.74,0.33,0.57,0.04,0.82,0.25,0.19
200000000000000090,nimble_cinder,"Nimble Cinder",false,technical,10,general,0.73,0.39,0.76,0.13,0.19,0.30,0.43
200000000000000091,idle_lantern20,"Idle Lantern",false,lurker,1,support,0.33,0.36,0.28,0.29,0.18,0.08,0.37
200000000000000092,omarnovak,"Omar Novak",false,lurker,2,support,0.20,0.17,0.35,0.36,0.21,0.23,0.37
200000000000000093,calmmarlin,"Calm Marlin",false,casual,5,general,0.24,0.21,0.32,0.78,0.21,0.35,0.27
200000000000000094,wrynettle56,"Wry Nettle",false,lurker,2,general,0.27,0.19,0.22,0.38,0.00,0.34,0.25
200000000000000095,bold_ferry,"Bold Ferry",false,support-seeker,5,general,0.48,0.29,0.35,0.30,0.02,0.41,0.89
200000000000000096,mellowsummit,"Mellow Summit",false,contrarian,6,support,0.49,0.39,0.38,0.02,0.81,0.30,0.19
200000000000000097,rust_harbor,"Rust Harbor",false,casual,9,support,0.49,0.16,0.32,0.77,0.02,0.55,0.15
200000000000000098,mellow_lantern27,"Mellow Lantern",false,support-seeker,17,general,0.61,0.46,0.28,0.06,0.11,0.52,1.00
200000000000000099,tidyvellum,"Tidy Vellum",false,contrarian,3,general,0.55,0.25,0.49,0.07,0.65,0.35,0.07
200000000000000100,tidymeadow,"Tidy Meadow",false,support-seeker,7,general,0.47,0.50,0.25,0.06,0.10,0.42,1.00
200000000000000101,zestycobalt12,"Zesty Cobalt",false,support-seeker,2,general,0.54,0.23,0.27,0.19,0.16,0.58,0.97
200000000000000102,emberquarry,"Ember Quarry",false,technical,4,support,0.57,0.57,0.85,0.15,0.17,0.22,0.39
200000000000000103,elinsilva,"Elin Silva",false,support-seeker,3,general,0.38,0.34,0.21,0.24,0.04,0.55,1.00
200000000000000104,juleslindqvist,"Jules Lindqvist",false,casual,6,general,0.35,0.02,0.22,0.66,0.18,0.55,0.13
200000000000000105,jade_orchid85,"Jade Orchid",false,casual,2,support,0.25,0.22,0.29,0.92,0.21,0.26,0.30
200000000000000106,briskkettle,"Brisk Kettle",false,lurker,2,support,0.11,0.26,0.39,0.38,0.25,0.08,0.18
200000000000000107,dusk_yarrow88,"Dusk Yarrow",false,casual,4,support,0.41,0.14,0.11,0.81,0.19,0.43,0.06
200000000000000108,emberyarrow,"Ember Yarrow",false,burnout,4,general,0.44,0.31,0.51,0.05,0.18,0.87,0.25
200000000000000109,mellow_kettle,"Mellow Kettle",false,contrarian,3,general,0.66,0.43,0.52,0.23,0.70,0.27,0.13
200000000000000110,gladnettle89,"Glad Nettle",false,support-seeker,6,general,0.39,0.49,0.26,0.23,0.28,0.46,0.95
200000000000000111,amberwren,"Amber Wren",false,burnout,6,general,0.40,0.33,0.47,0.24,0.29,0.93,0.42
200000000000000112,rapidlattice,"Rapid Lattice",false,technical,2,support,0.77,0.40,0.89,0.19,0.06,0.16,0.19
200000000000000113,slate_gable,"Slate Gable",false,support-seeker,7,support,0.42,0.31,0.25,0.14,0.11,0.41,0.98
200000000000000114,tomaslindqvist,"Tomas Lindqvist",false,burnout,3,general,0.60,0.17,0.39,0.11,0.18,0.83,0.48
200000000000000115,ambercinder,"Amber Cinder",false,burnout,3,general,0.56,0.28,0.51,0.20,0.07,0.93,0.39
200000000000000116,vivid_pebble,"Vivid Pebble",false,support-seeker,5,support,0.40,0.27,0.30,0.28,0.22,0.42,0.93
200000000000000117,vivid_meadow,"Vivid Meadow",false,technical,8,general,0.66,0.64,0.85,0.12,0.00,0.17,0.40
200000000000000118,amber_orchid,"Amber Orchid",false,support-seeker,10,support,0.57,0.42,0.27,0.22,0.05,0.35,1.00
200000000000000119,malikokafor88,"Malik Okafor",false,burnout,8,general,0.60,0.14,0.41,0.04,0.27,0.87,0.27
200000000000000120,faint_kettle,"Faint Kettle",false,casual,1,general,0.47,0.22,0.24,0.89,0.00,0.39,0.28
200000000000000121,yukisilva,"Yuki Silva",false,lurker,2,general,0.14,0.44,0.28,0.27,0.00,0.27,0.36
200000000000000122,priyawhitfield,"Priya Whitfield",false,technical,5,support,0.74,0.47,0.86,0.21,0.00,0.11,0.36
200000000000000123,clever_thistle,"Clever Thistle",false,casual,3,general,0.39,0.22,0.17,0.67,0.00,0.34,0.23
200000000000000124,opalmeadow,"Opal Meadow",false,burnout,12,general,0.64,0.10,0.35,0.23,0.21,0.89,0.31
200000000000000125,plainkestrel,"Plain Kestrel",false,lurker,1,support,0.23,0.37,0.19,0.39,0.14,0.28,0.29
200000000000000126,plainvellum,"Plain Vellum",false,technical,5,general,0.79,0.65,1.00,0.21,0.00,0.18,0.42
200000000000000127,marakessler,"Mara Kessler",false,burnout,3,general,0.44,0.28,0.39,0.01,0.32,0.85,0.31
200000000000000128,bold_reed,"Bold Reed",false,casual,7,general,0.28,0.21,0.25,0.71,0.12,0.52,0.18
200000000000000129,zestytundra,"Zesty Tundra",false,casual,3,support,0.49,0.28,0.10,0.94,0.13,0.45,0.25
200000000000000130,priyasilva2,"Priya Silva",false,support-seeker,8,general,0.63,0.30,0.21,0.27,0.10,0.43,1.00
200000000000000131,arctic_pebble,"Arctic Pebble",false,technical,8,general,0.63,0.56,0.93,0.00,0.12,0.17,0.32
200000000000000132,quietcobalt,"Quiet Cobalt",false,lurker,1,general,0.13,0.41,0.15,0.30,0.05,0.14,0.18
200000000000000133,plain_orchid,"Plain Orchid",false,casual,2,general,0.28,0.20,0.18,0.82,0.19,0.55,0.30
200000000000000134,opal_quarry36,"Opal Quarry",false,burnout,4,support,0.69,0.21,0.52,0.07,0.29,0.93,0.45
200000000000000135,boldorchid,"Bold Orchid",false,technical,3,general,0.72,0.43,1.00,0.22,0.08,0.27,0.28
200000000000000136,dusk_pine,"Dusk Pine",false,burnout,3,general,0.61,0.23,0.45,0.19,0.07,1.00,0.41
200000000000000137,swift_reed,"Swift Reed",false,casual,4,general,0.38,0.14,0.22,0.93,0.00,0.37,0.17
200000000000000138,calm_tundra,"Calm Tundra",false,lurker,2,support,0.13,0.25,0.43,0.29,0.24,0.14,0.18
200000000000000139,arctic_vellum32,"Arctic Vellum",false,lurker,2,support,0.06,0.44,0.15,0.34,0.06,0.20,0.24
200000000000000140,keencobalt75,"Keen Cobalt",false,casual,5,general,0.37,0.17,0.17,0.85,0.00,0.25,0.27
200000000000000141,amber_juniper20,"Amber Juniper",false,casual,5,general,0.23,0.07,0.32,0.65,0.08,0.34,0.24
200000000000000142,rhealindqvist,"Rhea Lindqvist",false,casual,3,general,0.33,0.08,0.33,0.80,0.21,0.39,0.18
200000000000000143,brunolindqvist29,"Bruno Lindqvist",false,lurker,2,general,0.09,0.18,0.31,0.37,0.04,0.18,0.42
200000000000000144,hollowjuniper,"Hollow Juniper",false,burnout,2,general,0.60,0.39,0.45,0.01,0.16,0.87,0.51
200000000000000145,jadewren80,"Jade Wren",false,casual,2,general,0.29,0.23,0.25,0.69,0.16,0.39,0.16
200000000000000146,hollow_cobalt,"Hollow Cobalt",false,lurker,1,general,0.34,0.18,0.43,0.18,0.15,0.33,0.20
200000000000000147,priyanovak,"Priya Novak",false,casual,2,general,0.32,0.19,0.22,0.90,0.04,0.37,0.22
200000000000000148,gladreed39,"Glad Reed",false,contrarian,4,general,0.60,0.16,0.56,0.09,0.76,0.11,0.25
200000000000000149,wry_vellum47,"Wry Vellum",false,support-seeker,8,support,0.47,0.45,0.45,0.20,0.20,0.64,0.80
200000000000000150,julespetrov,"Jules Petrov",false,technical,5,general,0.83,0.36,0.82,0.10,0.03,0.13,0.38
200000000000000151,faintferry,"Faint Ferry",false,lurker,2,support,0.20,0.33,0.16,0.26,0.25,0.07,0.38
200000000000000152,rapidyarrow,"Rapid Yarrow",false,lurker,3,general,0.30,0.28,0.25,0.43,0.21,0.08,0.31
200000000000000153,quietotter33,"Quiet Otter",false,support-seeker,3,general,0.41,0.25,0.44,0.28,0.19,0.44,0.97
200000000000000154,faintreed,"Faint Reed",false,support-seeker,2,general,0.42,0.20,0.42,0.14,0.07,0.55,0.80
200000000000000155,quietotter,"Quiet Otter",false,technical,5,general,0.74,0.38,0.76,0.06,0.08,0.28,0.43
200000000000000156,duskwren,"Dusk Wren",false,contrarian,5,general,0.61,0.19,0.61,0.00,0.64,0.28,0.00
200000000000000157,amber_pebble,"Amber Pebble",false,burnout,2,general,0.45,0.16,0.36,0.17,0.27,0.89,0.28
200000000000000158,cleverwillow79,"Clever Willow",false,technical,4,general,0.60,0.39,0.85,0.20,0.13,0.08,0.40
200000000000000159,vividkettle,"Vivid Kettle",false,support-seeker,5,general,0.48,0.49,0.22,0.23,0.27,0.43,1.00
200000000000000160,quiet_willow,"Quiet Willow",false,support-seeker,3,general,0.60,0.44,0.47,0.23,0.19,0.55,0.90
200000000000000161,calmlantern78,"Calm Lantern",false,support-seeker,2,general,0.53,0.22,0.35,0.28,0.01,0.44,0.96
200000000000000162,arcticthistle49,"Arctic Thistle",false,lurker,3,general,0.31,0.36,0.16,0.43,0.02,0.25,0.25
200000000000000163,julespetrov18,"Jules Petrov",false,burnout,3,general,0.68,0.24,0.28,0.27,0.11,1.00,0.33
200000000000000164,keenivory71,"Keen Ivory",false,lurker,1,general,0.14,0.24,0.21,0.41,0.22,0.30,0.15
200000000000000165,maliktanaka,"Malik Tanaka",false,lurker,1,general,0.29,0.17,0.38,0.20,0.03,0.11,0.16
200000000000000166,bold_summit,"Bold Summit",false,technical,3,general,0.58,0.50,0.76,0.13,0.12,0.19,0.42
200000000000000167,dusk_tundra,"Dusk Tundra",false,casual,6,support,0.25,0.21,0.32,0.93,0.04,0.27,0.32
200000000000000168,rustquarry73,"Rust Quarry",false,casual,7,support,0.49,0.21,0.29,0.72,0.05,0.32,0.23
200000000000000169,idleharbor,"Idle Harbor",false,lurker,1,general,0.16,0.39,0.37,0.31,0.17,0.31,0.21
200000000000000170,cleverharbor,"Clever Harbor",false,support-seeker,5,general,0.64,0.26,0.22,0.28,0.03,0.39,0.94
200000000000000171,boldlantern26,"Bold Lantern",false,lurker,3,general,0.29,0.43,0.41,0.30,0.00,0.09,0.39
200000000000000172,zestyivory,"Zesty Ivory",false,casual,4,general,0.36,0.25,0.15,0.69,0.11,0.44,0.24
200000000000000173,jadekestrel90,"Jade Kestrel",false,casual,7,general,0.41,0.29,0.22,0.84,0.08,0.35,0.34
200000000000000174,idlequarry,"Idle Quarry",false,support-seeker,6,support,0.56,0.30,0.47,0.30,0.27,0.62,1.00
200000000000000175,malikberg,"Malik Berg",false,burnout,2,support,0.46,0.31,0.55,0.07,0.33,1.00,0.26
200000000000000176,lenaraman,"Lena Raman",false,casual,2,general,0.49,0.05,0.21,0.85,0.07,0.32,0.32
200000000000000177,umber_lantern,"Umber Lantern",false,casual,5,general,0.50,0.27,0.28,0.95,0.00,0.33,0.34
200000000000000178,slatemarlin,"Slate Marlin",false,casual,3,general,0.35,0.03,0.28,0.93,0.16,0.31,0.16
200000000000000179,zaracosta7,"Zara Costa",false,lurker,2,general,0.21,0.20,0.31,0.27,0.15,0.25,0.25
200000000000000180,jadekettle,"Jade Kettle",false,casual,7,support,0.39,0.16,0.19,0.75,0.11,0.43,0.31
200000000000000181,frost_kestrel,"Frost Kestrel",false,contrarian,5,general,0.68,0.30,0.60,0.12,0.88,0.32,0.15
200000000000000182,quietreed,"Quiet Reed",false,casual,3,general,0.33,0.18,0.10,0.65,0.19,0.28,0.08
200000000000000183,marar,"Mara R",false,casual,4,general,0.31,0.05,0.21,0.81,0.00,0.35,0.26
200000000000000184,hollowsummit,"Hollow Summit",false,support-seeker,3,support,0.43,0.48,0.44,0.13,0.09,0.49,0.90
200000000000000185,samhaddad,"Sam Haddad",false,casual,3,general,0.50,0.03,0.11,0.84,0.12,0.55,0.21
200000000000000186,boldnettle,"Bold Nettle",false,support-seeker,3,general,0.44,0.47,0.21,0.16,0.27,0.39,1.00
200000000000000187,wry_lantern57,"Wry Lantern",false,lurker,3,general,0.21,0.43,0.23,0.27,0.12,0.31,0.44
200000000000000188,priyapetrov,"Priya Petrov",false,casual,4,general,0.24,0.29,0.15,0.83,0.06,0.41,0.25
200000000000000189,quietlantern30,"Quiet Lantern",false,burnout,9,general,0.45,0.26,0.37,0.17,0.17,0.98,0.47
200000000000000190,malikr,"Malik R",false,casual,4,general,0.33,0.16,0.18,0.79,0.08,0.33,0.34
200000000000000191,rustbadger,"Rust Badger",false,contrarian,5,general,0.63,0.39,0.47,0.19,0.66,0.24,0.23
200000000000000192,vividorchid,"Vivid Orchid",false,casual,5,general,0.28,0.13,0.10,0.79,0.23,0.46,0.10
200000000000000193,ambercobalt,"Amber Cobalt",false,lurker,4,general,0.17,0.38,0.44,0.25,0.02,0.27,0.33
200000000000000194,vividlattice,"Vivid Lattice",false,casual,3,general,0.47,0.12,0.06,0.92,0.24,0.43,0.15
200000000000000195,cleverzephyr,"Clever Zephyr",false,casual,7,general,0.48,0.29,0.08,0.66,0.00,0.30,0.08
200000000000000196,mellowbadger,"Mellow Badger",false,support-seeker,8,support,0.46,0.39,0.33,0.18,0.09,0.49,1.00
200000000000000197,clevergable,"Clever Gable",false,support-seeker,14,support,0.61,0.33,0.40,0.10,0.05,0.45,1.00
200000000000000198,novaraman,"Nova Raman",false,technical,5,general,0.70,0.64,0.85,0.23,0.00,0.08,0.37
200000000000000199,elinraman,"Elin Raman",false,technical,5,general,0.63,0.41,0.77,0.00,0.00,0.27,0.35
200000000000000200,frost_willow,"Frost Willow",false,technical,4,general,0.83,0.52,0.88,0.09,0.00,0.06,0.33
200000000000000201,opal_kettle,"Opal Kettle",false,lurker,3,general,0.20,0.40,0.22,0.40,0.21,0.06,0.20
200000000000000202,kestrelraman,"Kestrel Raman",false,support-seeker,7,support,0.52,0.41,0.33,0.31,0.09,0.45,0.99
200000000000000203,opalgable,"Opal Gable",false,contrarian,5,general,0.66,0.35,0.45,0.06,0.74,0.35,0.11
200000000000000204,rapidjuniper,"Rapid Juniper",false,contrarian,2,general,0.58,0.18,0.53,0.13,0.86,0.34,0.00
200000000000000205,plain_cobalt,"Plain Cobalt",false,contrarian,4,general,0.64,0.33,0.57,0.24,0.75,0.29,0.08
200000000000000206,priyahaddad,"Priya Haddad",false,technical,5,general,0.57,0.59,0.82,0.18,0.16,0.14,0.34
200000000000000207,zesty_harbor82,"Zesty Harbor",false,lurker,4,support,0.19,0.41,0.39,0.43,0.15,0.25,0.32
200000000000000208,priyakessler,"Priya Kessler",false,support-seeker,2,support,0.38,0.29,0.49,0.28,0.26,0.40,0.94
200000000000000209,vividgable,"Vivid Gable",false,casual,1,support,0.21,0.17,0.22,0.76,0.22,0.51,0.13
200000000000000210,keenjuniper,"Keen Juniper",false,lurker,4,support,0.18,0.23,0.28,0.29,0.02,0.22,0.31
200000000000000211,amber_vellum,"Amber Vellum",false,lurker,1,general,0.08,0.30,0.37,0.29,0.20,0.25,0.31
200000000000000212,slateanvil,"Slate Anvil",false,lurker,2,support,0.30,0.39,0.26,0.17,0.20,0.32,0.41
200000000000000213,idle_pine60,"Idle Pine",false,casual,3,support,0.49,0.23,0.35,0.70,0.21,0.46,0.18
200000000000000214,nimble_kettle,"Nimble Kettle",false,casual,4,general,0.40,0.29,0.31,0.70,0.03,0.41,0.25
200000000000000215,arcticotter,"Arctic Otter",false,burnout,6,support,0.46,0.27,0.31,0.22,0.27,1.00,0.25
200000000000000216,hollow_marlin,"Hollow Marlin",false,technical,12,general,0.61,0.38,0.79,0.06,0.19,0.16,0.29
200000000000000217,nimble_ivory,"Nimble Ivory",false,lurker,2,support,0.10,0.41,0.33,0.38,0.07,0.06,0.42
200000000000000218,opalreed,"Opal Reed",false,support-seeker,7,general,0.36,0.41,0.23,0.27,0.04,0.42,0.89
200000000000000219,calmwren,"Calm Wren",false,lurker,6,support,0.12,0.20,0.24,0.43,0.08,0.31,0.22
200000000000000220,maraw,"Mara W",false,casual,5,support,0.43,0.02,0.28,0.86,0.07,0.48,0.10
200000000000000221,hanar,"Hana R",false,casual,2,support,0.22,0.22,0.32,0.73,0.08,0.53,0.18
200000000000000222,vividwillow,"Vivid Willow",false,burnout,4,general,0.47,0.23,0.38,0.23,0.34,0.96,0.27
200000000000000223,brisk_ivory,"Brisk Ivory",false,casual,7,general,0.43,0.07,0.13,0.82,0.09,0.25,0.33
200000000000000224,mellow_nettle,"Mellow Nettle",false,support-seeker,2,general,0.37,0.42,0.36,0.32,0.20,0.58,0.86
200000000000000225,nimblecobalt,"Nimble Cobalt",false,contrarian,7,general,0.57,0.15,0.38,0.22,0.66,0.29,0.24
200000000000000226,plain_cinder71,"Plain Cinder",false,lurker,3,general,0.27,0.44,0.44,0.32,0.21,0.32,0.24
